city,zip_code,region,municipality
Pasjak,0,Rasinski okrug,Opština Kruševac
Varvarin (Selo),0,Rasinski okrug,Opština Varvarin
Maskare,0,Rasinski okrug,Opština Varvarin
Gornji Katun,0,Rasinski okrug,Opština Varvarin
Mrzenica,0,Rasinski okrug,Opština Ćićevac
Donji Katun,0,Rasinski okrug,Opština Varvarin
Vlahovo,0,Toplički okrug,Opština Žitorađa
Donja Konjuša,0,Toplički okrug,Opština Prokuplje
Končić,0,Toplički okrug,Opština Prokuplje
Prekopuce,0,Toplički okrug,Opština Prokuplje
Merovac,0,Toplički okrug,Opština Prokuplje
Mršelj,0,Toplički okrug,Opština Prokuplje
Petina,0,Rasinski okrug,Opština Kruševac
Poljaci,0,Rasinski okrug,Opština Kruševac
Bresničić,0,Toplički okrug,Opština Prokuplje
Resinac,0,Toplički okrug,Opština Prokuplje
Donja Toponica,0,Toplički okrug,Opština Prokuplje
Potočić,0,Toplički okrug,Opština Prokuplje
Belasica,0,Rasinski okrug,Opština Kruševac
Stanci,0,Rasinski okrug,Opština Kruševac
Grad Stalać,0,Rasinski okrug,Opština Ćićevac
Sušica,0,Rasinski okrug,Opština Kruševac
Crkvina,0,Rasinski okrug,Opština Kruševac
Jošje,0,Rasinski okrug,Opština Kruševac
Cerovo,0,Nišavski okrug,Opština Ražanj
Braljina,0,Nišavski okrug,Opština Ražanj
Maćija,0,Nišavski okrug,Opština Ražanj
Retkocer,0,Jablanički okrug,Opština Medveđa
Maćedonce (Retkocersko),0,Jablanički okrug,Opština Medveđa
Drence,0,Jablanički okrug,Opština Medveđa
Borovac,0,Jablanički okrug,Opština Medveđa
Svirce,0,Jablanički okrug,Opština Medveđa
Pusto Šilovo,0,Jablanički okrug,Opština Medveđa
Gazdare,0,Jablanički okrug,Opština Medveđa
Ivanje,0,Jablanički okrug,Opština Bojnik
Obrtince,0,Toplički okrug,Opština Prokuplje
Novi Đurovac,0,Toplički okrug,Opština Prokuplje
Obražda,0,Jablanički okrug,Opština Bojnik
Borince,0,Jablanički okrug,Opština Bojnik
Magaš,0,Jablanički okrug,Opština Bojnik
Gornji Bučumet,0,Jablanički okrug,Opština Medveđa
Majkovac,0,Jablanički okrug,Opština Bojnik
Glasovik,0,Toplički okrug,Opština Prokuplje
Bučince,0,Toplički okrug,Opština Prokuplje
Marovac,0,Jablanički okrug,Opština Medveđa
Kapit,0,Jablanički okrug,Opština Medveđa
Donji Bučumet,0,Jablanički okrug,Opština Medveđa
Sijarina,0,Jablanički okrug,Opština Medveđa
Crni Vrh,0,Jablanički okrug,Opština Medveđa
Ravna Banja,0,Jablanički okrug,Opština Medveđa
Drvodelj,0,Jablanički okrug,Opština Lebane
Gornja Lapaštica,0,Jablanički okrug,Opština Medveđa
Rafuna,0,Jablanički okrug,Opština Lebane
Vujanovo,0,Jablanički okrug,Opština Bojnik
Lalinovac,0,Jablanički okrug,Opština Lebane
Mijajlica,0,Jablanički okrug,Opština Bojnik
Rastovnica,0,Toplički okrug,Opština Prokuplje
Zladovac,0,Toplički okrug,Opština Žitorađa
Asanovac,0,Toplički okrug,Opština Žitorađa
Sekicol,0,Jablanički okrug,Opština Lebane
Turjane,0,Jablanički okrug,Opština Bojnik
Rečica,0,Jablanički okrug,Opština Bojnik
Geglja,0,Jablanički okrug,Opština Lebane
Prekopčelica,0,Jablanički okrug,Opština Lebane
Crkvica,0,Jablanički okrug,Opština Bojnik
Zlata,0,Toplički okrug,Opština Prokuplje
Novo Momčilovo,0,Toplički okrug,Opština Žitorađa
Lukomir,0,Toplički okrug,Opština Žitorađa
Bulatovac,0,Toplički okrug,Opština Prokuplje
Babotinac,0,Toplički okrug,Opština Prokuplje
Mikulovac,0,Toplički okrug,Opština Prokuplje
Bajčince,0,Toplički okrug,Opština Prokuplje
Rosica,0,Rasinski okrug,Opština Kruševac
Gornja Stražava,0,Toplički okrug,Opština Prokuplje
Devča,0,Nišavski okrug,Opština Merošina
Vukanja,0,Nišavski okrug,Opština Aleksinac
Radevce,0,Nišavski okrug,Opština Aleksinac
Loznac,0,Nišavski okrug,Opština Aleksinac
Poslon,0,Nišavski okrug,Opština Ražanj
Čubura,0,Nišavski okrug,Opština Ražanj
Šetka,0,Nišavski okrug,Opština Ražanj
Donji Ljubeš,0,Nišavski okrug,Opština Aleksinac
Gredetin,0,Nišavski okrug,Opština Aleksinac
Gornji Ljubeš,0,Nišavski okrug,Opština Aleksinac
Vukašinovac,0,Nišavski okrug,Opština Aleksinac
Podina,0,Toplički okrug,Opština Žitorađa
Skorica,0,Nišavski okrug,Opština Ražanj
Smilovac,0,Nišavski okrug,Opština Ražanj
Rujište,0,Nišavski okrug,Opština Ražanj
Pardik,0,Nišavski okrug,Opština Ražanj
Dešilovo,0,Nišavski okrug,Opština Merošina
Babin Potok,0,Toplički okrug,Opština Prokuplje
Arbanasce,0,Nišavski okrug,Opština Merošina
Krajkovac,0,Nišavski okrug,Opština Merošina
Gornji Adrovac,0,Nišavski okrug,Opština Aleksinac
Čukurovac,0,Nišavski okrug,Opština Aleksinac
Česta,0,Nišavski okrug,Opština Aleksinac
Gornje Suhotno,0,Nišavski okrug,Opština Aleksinac
Donje Suhotno,0,Nišavski okrug,Opština Aleksinac
Stara Božurna,0,Toplički okrug,Opština Žitorađa
Jug Bogdanovac,0,Nišavski okrug,Opština Merošina
Kostadinovac,0,Nišavski okrug,Opština Merošina
Lepaja,0,Nišavski okrug,Opština Merošina
Biljeg,0,Nišavski okrug,Opština Merošina
Bučić,0,Nišavski okrug,Opština Merošina
Baličevac,0,Nišavski okrug,Opština Merošina
Oblačina,0,Nišavski okrug,Opština Merošina
Azbresnica,0,Nišavski okrug,Opština Merošina
Moravac,0,Nišavski okrug,Opština Aleksinac
Donja Peščanica,0,Nišavski okrug,Opština Aleksinac
Bobovište,0,Nišavski okrug,Opština Aleksinac
Ćićina,0,Nišavski okrug,Opština Aleksinac
Donji Adrovac,0,Nišavski okrug,Opština Aleksinac
Prćilovica,0,Nišavski okrug,Opština Aleksinac
Dražmirovac,0,Pomoravski okrug,Opština Jagodina
Vakup,0,Nišavski okrug,Opština Aleksinac
Bovan,0,Nišavski okrug,Opština Aleksinac
Bogava,0,Pomoravski okrug,Opština Despotovac
Čepure,0,Pomoravski okrug,Opština Paraćin
Virine,0,Pomoravski okrug,Opština Ćuprija
Striža,0,Pomoravski okrug,Opština Paraćin
Isakovo,0,Pomoravski okrug,Opština Ćuprija
Vitance,0,Pomoravski okrug,Opština Despotovac
Brestovo,0,Pomoravski okrug,Opština Despotovac
Proštinac,0,Pomoravski okrug,Opština Svilajnac
Roćevac,0,Pomoravski okrug,Opština Svilajnac
Kupinovac,0,Pomoravski okrug,Opština Svilajnac
Vojnik,0,Pomoravski okrug,Opština Despotovac
Dobrnje,0,Braničevski okrug,Opština Petrovac Na Mlavi
Lopušnik,0,Braničevski okrug,Opština Petrovac Na Mlavi
Busur,0,Braničevski okrug,Opština Petrovac Na Mlavi
Krvije,0,Braničevski okrug,Opština Petrovac Na Mlavi
Tabanovac,0,Braničevski okrug,Opština Petrovac Na Mlavi
Petrovac Na Mlavi,0,Braničevski okrug,Opština Petrovac Na Mlavi
Ratare,0,Pomoravski okrug,Opština Paraćin
Batinac,0,Pomoravski okrug,Opština Ćuprija
Beljajka,0,Pomoravski okrug,Opština Despotovac
Lebina,0,Pomoravski okrug,Opština Paraćin
Mirilovac,0,Pomoravski okrug,Opština Paraćin
Popovnjak,0,Pomoravski okrug,Opština Despotovac
Miliva,0,Pomoravski okrug,Opština Despotovac
Vezičevo,0,Braničevski okrug,Opština Petrovac Na Mlavi
Ćovdin,0,Braničevski okrug,Opština Petrovac Na Mlavi
Malo Laole,0,Braničevski okrug,Opština Petrovac Na Mlavi
Stamnica,0,Braničevski okrug,Opština Petrovac Na Mlavi
Ždrelo,0,Braničevski okrug,Opština Petrovac Na Mlavi
Veliki Popovac,0,Braničevski okrug,Opština Petrovac Na Mlavi
Batuša,0,Braničevski okrug,Opština Malo Crniće
Kalište,0,Braničevski okrug,Opština Malo Crniće
Crljenac,0,Braničevski okrug,Opština Malo Crniće
Kasidol,0,Braničevski okrug,Opština Požarevac
Dubočka,0,Braničevski okrug,Opština Petrovac Na Mlavi
Kamenovo,0,Braničevski okrug,Opština Petrovac Na Mlavi
Šapine,0,Braničevski okrug,Opština Malo Crniće
Zabrega,0,Braničevski okrug,Opština Malo Crniće
Kurjače,0,Braničevski okrug,Opština Veliko Gradište
Ram,0,Braničevski okrug,Opština Veliko Gradište
Knežica,0,Braničevski okrug,Opština Petrovac Na Mlavi
Kobilje,0,Braničevski okrug,Opština Malo Crniće
Pečanica,0,Braničevski okrug,Opština Veliko Gradište
Ljubinje,0,Braničevski okrug,Opština Veliko Gradište
Garevo,0,Braničevski okrug,Opština Veliko Gradište
Desine,0,Braničevski okrug,Opština Veliko Gradište
Makce,0,Braničevski okrug,Opština Veliko Gradište
Doljašnica,0,Braničevski okrug,Opština Veliko Gradište
Kamijevo,0,Braničevski okrug,Opština Veliko Gradište
Češljeva Bara,0,Braničevski okrug,Opština Veliko Gradište
Carevac,0,Braničevski okrug,Opština Veliko Gradište
Kisiljevo,0,Braničevski okrug,Opština Veliko Gradište
Usije,0,Braničevski okrug,Opština Golubac
Buljane,0,Pomoravski okrug,Opština Paraćin
Bliznak,0,Braničevski okrug,Opština Žagubica
Kruščica,0,Južnobanatski okrug,Opština Bela Crkva
Lešje,0,Pomoravski okrug,Opština Paraćin
Gornja Mutnica,0,Pomoravski okrug,Opština Paraćin
Šaludovac,0,Pomoravski okrug,Opština Paraćin
Resavica (Selo),0,Pomoravski okrug,Opština Despotovac
Klačevica,0,Pomoravski okrug,Opština Paraćin
Izvor,0,Pomoravski okrug,Opština Paraćin
Ravna Reka,0,Pomoravski okrug,Opština Despotovac
Milanovac,0,Braničevski okrug,Opština Žagubica
Sige,0,Braničevski okrug,Opština Žagubica
Breznica,0,Braničevski okrug,Opština Žagubica
Ceremošnja,0,Braničevski okrug,Opština Kučevo
Izvarica,0,Braničevski okrug,Opština Žagubica
Bukovska,0,Braničevski okrug,Opština Kučevo
Kladurovo,0,Braničevski okrug,Opština Petrovac Na Mlavi
Mustapić,0,Braničevski okrug,Opština Kučevo
Šuvajić,0,Braničevski okrug,Opština Golubac
Radoševac,0,Braničevski okrug,Opština Golubac
Zelenik,0,Braničevski okrug,Opština Kučevo
Dušmanić,0,Braničevski okrug,Opština Golubac
Mišljenovac,0,Braničevski okrug,Opština Kučevo
Gornji Drenovac,0,Toplički okrug,Opština Žitorađa
Lješnica,0,Braničevski okrug,Opština Kučevo
Vuković,0,Braničevski okrug,Opština Kučevo
Kudreš,0,Braničevski okrug,Opština Golubac
Vojilovo,0,Braničevski okrug,Opština Golubac
Maleševo,0,Braničevski okrug,Opština Golubac
Tribrode,0,Braničevski okrug,Opština Veliko Gradište
Kusiće,0,Braničevski okrug,Opština Veliko Gradište
Vinarce,0,Jablanički okrug,Opština Leskovac
Vinci,0,Braničevski okrug,Opština Golubac
Kučajna,0,Braničevski okrug,Opština Kučevo
Cerovica,0,Braničevski okrug,Opština Kučevo
Dvorište,0,Braničevski okrug,Opština Golubac
Stubla,0,Jablanički okrug,Opština Bojnik
Ševica,0,Braničevski okrug,Opština Kučevo
Rakova Bara,0,Braničevski okrug,Opština Kučevo
Krivača,0,Braničevski okrug,Opština Golubac
Lipovica,0,Jablanički okrug,Opština Lebane
Oruglica,0,Jablanički okrug,Opština Leskovac
Klajić,0,Jablanički okrug,Opština Lebane
Šarce,0,Jablanički okrug,Opština Lebane
Trstena,0,Pčinjski okrug,Opština Vranje
Dupeljevo,0,Pčinjski okrug,Opština Vranje
Grgurovce,0,Jablanički okrug,Opština Lebane
Šumane,0,Jablanički okrug,Opština Lebane
Popovce,0,Jablanički okrug,Opština Lebane
Kočane,0,Nišavski okrug,Opština Doljevac
Gornje Vranovce,0,Jablanički okrug,Opština Lebane
Mrveš,0,Jablanički okrug,Opština Bojnik
Goli Rid,0,Jablanički okrug,Opština Lebane
Glašince,0,Toplički okrug,Opština Žitorađa
Kare,0,Toplički okrug,Opština Žitorađa
Jasenica,0,Toplički okrug,Opština Žitorađa
Ždeglovo,0,Jablanički okrug,Opština Lebane
Pridvorica,0,Jablanički okrug,Opština Bojnik
Lapotince,0,Jablanički okrug,Opština Bojnik
Kacabać,0,Jablanički okrug,Opština Bojnik
Gornje Crnatovo,0,Toplički okrug,Opština Žitorađa
Voljčince,0,Toplički okrug,Opština Žitorađa
Gornje Brijanje,0,Jablanički okrug,Opština Bojnik
Šarlinac,0,Nišavski okrug,Opština Doljevac
Oštra Glava,0,Pčinjski okrug,Opština Vranje
Golemo Selo,0,Pčinjski okrug,Opština Vranje
Lalince,0,Pčinjski okrug,Opština Vranje
Kaluđerce,0,Jablanički okrug,Opština Leskovac
Bukova Glava,0,Jablanički okrug,Opština Leskovac
Stance,0,Pčinjski okrug,Opština Vranje
Gradnja,0,Pčinjski okrug,Opština Vranje
Dobrejance,0,Pčinjski okrug,Opština Vranje
Tumba,0,Pčinjski okrug,Opština Vranje
Brza,0,Jablanički okrug,Opština Leskovac
Bunuški Čifluk,0,Jablanički okrug,Opština Leskovac
Karađorđevac,0,Jablanički okrug,Opština Leskovac
Pertate,0,Jablanički okrug,Opština Lebane
Ćenovac,0,Jablanički okrug,Opština Lebane
Belanovce,0,Jablanički okrug,Opština Leskovac
Dušanovo,0,Jablanički okrug,Opština Leskovac
Donje Brijanje,0,Jablanički okrug,Opština Leskovac
Donji Drenovac,0,Toplički okrug,Opština Žitorađa
Šainovac,0,Nišavski okrug,Opština Doljevac
Draškovac,0,Jablanički okrug,Opština Leskovac
Šarlince,0,Jablanički okrug,Opština Leskovac
Podrimce,0,Jablanički okrug,Opština Leskovac
Gornje Stopanje,0,Jablanički okrug,Opština Leskovac
Kutleš,0,Jablanički okrug,Opština Leskovac
Čekmin,0,Jablanički okrug,Opština Leskovac
Rusna,0,Nišavski okrug,Opština Doljevac
Đakus,0,Toplički okrug,Opština Žitorađa
Rožina,0,Nišavski okrug,Opština Merošina
Dudulajce,0,Nišavski okrug,Opština Merošina
Nozrina,0,Nišavski okrug,Opština Aleksinac
Lužane,0,Nišavski okrug,Opština Aleksinac
Grejač,0,Nišavski okrug,Opština Aleksinac
Bankovac,0,Nišavski okrug,Opština Aleksinac
Moravski Bujmir,0,Nišavski okrug,Opština Aleksinac
Samarinovac,0,Toplički okrug,Opština Žitorađa
Držanovac,0,Toplički okrug,Opština Žitorađa
Gradište,0,Nišavski okrug,Opština Merošina
Krušce,0,Nišavski okrug,Opština Palilula (niš)
Supovac,0,Nišavski okrug,Opština Crveni Krst
Veliki Drenovac,0,Nišavski okrug,Opština Aleksinac
Mezgraja,0,Nišavski okrug,Opština Crveni Krst
Glogovica,0,Nišavski okrug,Opština Aleksinac
Aleksinački Bujmir,0,Nišavski okrug,Opština Aleksinac
Gornje Međurovo,0,Nišavski okrug,Opština Palilula (niš)
Trubarevac,0,Zaječarski okrug,Opština Sokobanja
Prugovac,0,Nišavski okrug,Opština Aleksinac
Žučkovac,0,Zaječarski okrug,Opština Sokobanja
Orljane,0,Nišavski okrug,Opština Doljevac
Batušinac,0,Nišavski okrug,Opština Merošina
Čokot,0,Nišavski okrug,Opština Palilula (niš)
Deveti Maj,0,Nišavski okrug,Opština Palilula (niš)
Čapljinac,0,Nišavski okrug,Opština Doljevac
Bubanj,0,Nišavski okrug,Opština Palilula (niš)
Pasi Poljana,0,Nišavski okrug,Opština Palilula (niš)
Vrtište,0,Nišavski okrug,Opština Crveni Krst
Berčinac,0,Nišavski okrug,Opština Crveni Krst
Beli Breg,0,Nišavski okrug,Opština Aleksinac
Paljina,0,Nišavski okrug,Opština Crveni Krst
Vele Polje,0,Nišavski okrug,Opština Crveni Krst
Donji Komren,0,Nišavski okrug,Opština Crveni Krst
Donje Vlase,0,Nišavski okrug,Opština Palilula (niš)
Ćurlina,0,Nišavski okrug,Opština Doljevac
Gornji Komren,0,Nišavski okrug,Opština Crveni Krst
Paligrace,0,Nišavski okrug,Opština Crveni Krst
Rujnik,0,Nišavski okrug,Opština Crveni Krst
Hum,0,Nišavski okrug,Opština Crveni Krst
Kravlje,0,Nišavski okrug,Opština Crveni Krst
Vrelo,0,Nišavski okrug,Opština Aleksinac
Gornji Krupac,0,Nišavski okrug,Opština Aleksinac
Rsovac,0,Nišavski okrug,Opština Aleksinac
Jezero,0,Zaječarski okrug,Opština Sokobanja
Sikirje,0,Pčinjski okrug,Opština Vranje
Smiljević,0,Pčinjski okrug,Opština Vranje
Strešak,0,Pčinjski okrug,Opština Vranje
Solačka Sena,0,Pčinjski okrug,Opština Vladičin Han
Srneći Dol,0,Pčinjski okrug,Opština Vladičin Han
Kostomlatica,0,Pčinjski okrug,Opština Vladičin Han
Strojkovce,0,Jablanički okrug,Opština Leskovac
Nakrivanj,0,Jablanički okrug,Opština Leskovac
Čukljenik,0,Jablanički okrug,Opština Leskovac
Tulovo,0,Jablanički okrug,Opština Leskovac
Gornje Sinkovce,0,Jablanički okrug,Opština Leskovac
Donje Sinkovce,0,Jablanički okrug,Opština Leskovac
Šišince,0,Jablanički okrug,Opština Leskovac
Donje Stopanje,0,Jablanički okrug,Opština Leskovac
Velika Kopašnica,0,Jablanički okrug,Opština Leskovac
Zalužnje,0,Jablanički okrug,Opština Leskovac
Donja Jajina,0,Jablanički okrug,Opština Leskovac
Presečina,0,Jablanički okrug,Opština Leskovac
Veliko Trnjane,0,Jablanički okrug,Opština Leskovac
Dukat,0,Nišavski okrug,Opština Gadžin Han
Živkovo,0,Jablanički okrug,Opština Leskovac
Čifluk Razgojnski,0,Jablanički okrug,Opština Leskovac
Grdanica,0,Jablanički okrug,Opština Leskovac
Bobište,0,Jablanički okrug,Opština Leskovac
Zagužane,0,Jablanički okrug,Opština Leskovac
Bratmilovce,0,Jablanički okrug,Opština Leskovac
Mrštane,0,Jablanički okrug,Opština Leskovac
Badince,0,Jablanički okrug,Opština Leskovac
Zlokućane,0,Jablanički okrug,Opština Leskovac
Drćevac,0,Jablanički okrug,Opština Leskovac
Babičko,0,Jablanički okrug,Opština Leskovac
Gornje Vlase,0,Nišavski okrug,Opština Gadžin Han
Kacapun,0,Pčinjski okrug,Opština Vladičin Han
Bačvište,0,Pčinjski okrug,Opština Vladičin Han
Kunovo,0,Pčinjski okrug,Opština Vladičin Han
Rdovo,0,Pčinjski okrug,Opština Vladičin Han
Gornje Jabukovo,0,Pčinjski okrug,Opština Vladičin Han
Suva Morava,0,Pčinjski okrug,Opština Vladičin Han
Repince,0,Pčinjski okrug,Opština Vladičin Han
Balinovce,0,Pčinjski okrug,Opština Vladičin Han
Letovište,0,Pčinjski okrug,Opština Vladičin Han
Vrbovo,0,Pčinjski okrug,Opština Vladičin Han
Gramađe,0,Pčinjski okrug,Opština Vladičin Han
Dekutince,0,Pčinjski okrug,Opština Vladičin Han
Kalimance,0,Pčinjski okrug,Opština Vladičin Han
Polom,0,Pčinjski okrug,Opština Vladičin Han
Kržince,0,Pčinjski okrug,Opština Vladičin Han
Prekodolce,0,Pčinjski okrug,Opština Vladičin Han
Manajle,0,Pčinjski okrug,Opština Vladičin Han
Žitorađe,0,Pčinjski okrug,Opština Vladičin Han
Ružić,0,Pčinjski okrug,Opština Vladičin Han
Grdelica (Selo),0,Jablanički okrug,Opština Leskovac
Oraovica (Kod Grdelice),0,Jablanički okrug,Opština Leskovac
Mrtvica,0,Pčinjski okrug,Opština Vladičin Han
Garinje,0,Pčinjski okrug,Opština Vladičin Han
Graovo,0,Jablanički okrug,Opština Leskovac
Bojišina,0,Jablanički okrug,Opština Leskovac
Žižavica,0,Jablanički okrug,Opština Leskovac
Donji Bunibrod,0,Jablanički okrug,Opština Leskovac
Donje Krajince,0,Jablanički okrug,Opština Leskovac
Gornje Krajince,0,Jablanički okrug,Opština Leskovac
Dobrotin,0,Jablanički okrug,Opština Leskovac
Nomanica,0,Jablanički okrug,Opština Leskovac
Donja Kupinovica,0,Jablanički okrug,Opština Leskovac
Crkovnica,0,Jablanički okrug,Opština Leskovac
Marina Kutina,0,Nišavski okrug,Opština Gadžin Han
Golema Njiva,0,Jablanički okrug,Opština Leskovac
Krastavče,0,Nišavski okrug,Opština Gadžin Han
Stajkovce,0,Jablanički okrug,Opština Vlasotince
Rajno Polje,0,Jablanički okrug,Opština Leskovac
Gradašnica,0,Jablanički okrug,Opština Leskovac
Tupalovce,0,Jablanički okrug,Opština Leskovac
Kukavica,0,Jablanički okrug,Opština Vlasotince
Kozare,0,Jablanički okrug,Opština Leskovac
Orašje,0,Jablanički okrug,Opština Vlasotince
Jarsenovo,0,Jablanički okrug,Opština Leskovac
Ćelije,0,Nišavski okrug,Opština Gadžin Han
Gabrovac,0,Nišavski okrug,Opština Palilula (niš)
Berbatovo,0,Nišavski okrug,Opština Palilula (niš)
Donja Vrežina,0,Nišavski okrug,Opština Pantelej
Brenica,0,Nišavski okrug,Opština Pantelej
Cerje,0,Nišavski okrug,Opština Pantelej
Donji Matejevac,0,Nišavski okrug,Opština Pantelej
Popšica,0,Nišavski okrug,Opština Svrljig
Labukovo,0,Nišavski okrug,Opština Svrljig
Vilandrica,0,Nišavski okrug,Opština Gadžin Han
Vukmanovo,0,Nišavski okrug,Opština Palilula (niš)
Nikola Tesla,0,Nišavski okrug,Opština Niška Banja
Prva Kutina,0,Nišavski okrug,Opština Niška Banja
Lazarevo Selo,0,Nišavski okrug,Opština Niška Banja
Radikina Bara,0,Nišavski okrug,Opština Niška Banja
Gornja Vrežina,0,Nišavski okrug,Opština Pantelej
Blendija,0,Zaječarski okrug,Opština Sokobanja
Knez Selo,0,Nišavski okrug,Opština Pantelej
Kopajkošara,0,Nišavski okrug,Opština Svrljig
Slivje,0,Nišavski okrug,Opština Svrljig
Galibabinac,0,Nišavski okrug,Opština Svrljig
Sesalac,0,Zaječarski okrug,Opština Sokobanja
Bogdinac,0,Zaječarski okrug,Opština Sokobanja
Taskovići,0,Nišavski okrug,Opština Gadžin Han
Prosek,0,Nišavski okrug,Opština Niška Banja
Grbavče,0,Nišavski okrug,Opština Svrljig
Jasenovik,0,Nišavski okrug,Opština Pantelej
Čagrovac,0,Nišavski okrug,Opština Gadžin Han
Jagličje,0,Nišavski okrug,Opština Gadžin Han
Oreovac,0,Nišavski okrug,Opština Pantelej
Manastir,0,Nišavski okrug,Opština Niška Banja
Donja Studena,0,Nišavski okrug,Opština Niška Banja
Kunovica,0,Nišavski okrug,Opština Niška Banja
Plužina,0,Nišavski okrug,Opština Svrljig
Levovik,0,Zaječarski okrug,Opština Sokobanja
Milušinac,0,Zaječarski okrug,Opština Sokobanja
Dobro Polje,0,Zaječarski okrug,Opština Boljevac
Banjski Orešac,0,Zaječarski okrug,Opština Knjaževac
Zorunovac,0,Zaječarski okrug,Opština Knjaževac
Bačevica,0,Zaječarski okrug,Opština Boljevac
Osnić,0,Zaječarski okrug,Opština Boljevac
Radenka,0,Braničevski okrug,Opština Kučevo
Brnjica,0,Braničevski okrug,Opština Golubac
Ilino,0,Zaječarski okrug,Opština Boljevac
Valakonje,0,Zaječarski okrug,Opština Boljevac
